State,Fac Ex No,Address Main Entrance,Chicago Preservation Code,Property Category,Estimated Net Assignable Area,Year Acquired,Property Graphic,Building Length,Year Leased,Year Removed,Alternate Address,Estimated Total Net Area,Architect,Property Picture,Ext (IFMA) Gross Area,Comments,City Code,Legal Property Description,Sustainability - Certifications,Primary Assigned,Caretaker,Drawing Type,Removal Status,CSM,Building Height,National Register,Site Code,Fac Ex Abbr,Chicago Landmark,Major Renovation,Estimated Net Non-Assignable Area,CL Justification,Height Comments,Occupancy Classification,FICM Gross Area,City,Property Status,Alternate Property Code,Estimated Temporary Occupancy,Property Code,Physical Property Description,NR Justification,Secondary Assigned,Site Gross,Building Use,Property Name,Responsible Unit,PIN Number,Estimated Permanent Occupancy,Year Constructed,Replaced By,url,Building Width
IL,,1301A East 47th Street,Unknown,Building,"9,596.00",2000,,0.00,,,,"12,057.00",,,"13,203.04",,,,,UCH,Other,CAD,NA,No,0.00,Unknown,Hyde Park,,Unknown,,"2,461.00",,,,"13,203.04",CHICAGO,Sold/Terminated,,0,K08,,,Unknown,0.00,Patient Care,47th Street and Lake Park (Vacant),Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=525,0.00
IL,,1302 East 47th Street,Unknown,Building,"1,798.00",,,0.00,,,,"1,798.00",,,"1,850.00",,,,,UCH,Chicago Biology and  Medicine,CAD,Lease Terminated,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,"1,850.00",CHICAGO,Sold/Terminated,,0,K09,,,Unknown,0.00,Patient Care,Bally's - Therapy Services,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=526,0.00
IL,,1014 East 47th Street,Unknown,Building,0.00,,K10_PHOTO.JPG,0.00,2004,,,0.00,,,0.00,,,,,Inactive,University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,K10,,,Unknown,0.00,Other,47th Street Charter School,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=527,0.00
IL,,1119 East 46th Street,Unknown,Building,0.00,,,0.00,1998,,,0.00,,,"25,000.00",,,,,Non-UNIV,University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,"25,000.00",CHICAGO,Leased,,0,K11,,,Unknown,0.00,Teaching,North Kenwood/Oakland Charter School,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=528,0.00
IL,,1100-10 East 53rd Street,None,Building,"48,252.00",1967,L01_PHOTO.JPG,0.00,,2015,5233-37 South Greenwood Avenue,"49,598.00",,,"56,864.46",,,,,FS,University Facilities Services-Residential Shop,Manual,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"1,346.00",,,,"56,864.46",CHICAGO,Sold/Terminated,,0,L01,,,Unknown,0.60,Residential,1100-10 East 53rd Street,Neighborhood Residential Properties,20-11-311-007,77,1920,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=529,0.00
IL,,1160-74 East 55th Street,Unknown,Building,153.00,1965,L02_PHOTO.JPG,0.00,,,,153.00,,,"13,114.00",,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,"13,114.00",CHICAGO,Owned/Leased to Others,,0,L02,,Not listed July 2011.,Unknown,0.42,Commerical,1160-74 East 55TH Street,Commercial Real Estate Operations,20-11-331-024,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=530,0.00
IL,,5410-12 South University Avenue,Unknown,Building,0.00,1955,,0.00,,1999,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,L04,,,Unknown,0.00,Residential,5410-12 University,Inactive,,0,1900,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=531,0.00
IL,,5427-29 South Greenwood Avenue,None,Building,"9,492.00",1958,L05_PHOTO.JPG,0.00,,2015,,"10,513.00",,,"12,154.01",,,,,FS,University Facilities Services-Residential Shop,Manual,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"1,021.00",,,,"12,154.01",CHICAGO,Sold/Terminated,,0,L05,,,Unknown,0.19,Residential,5427-29 Greenwood,Neighborhood Residential Properties,20-11-323-011,36,1905,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=532,0.00
IL,,5470 South Greenwood Avenue,None,Building,"6,158.00",1957,L06_PHOTO.JPG,0.00,,,,"6,850.00",,,"7,986.80",,,,,FS,University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,No,,692.00,,,,"7,986.80",CHICAGO,Owned,,0,L06,,,Unknown,0.10,Residential,5470 Greenwood,Neighborhood Residential Properties,20-11-329-020,18,1920,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=533,0.00
IL,,5482-88 South Greenwood Avenue,None,Building,"17,773.00",1955,L07_PHOTO.JPG,0.00,,,,"20,414.00",,,"23,941.40",,,,,FS,University Facilities Services-Residential Shop,CAD,NA,No,0.00,Unknown,Campus,,No,,"2,641.00",,,,"23,941.40",CHICAGO,Owned,,0,L07,,,Unknown,0.19,Residential,5482-88 Greenwood,Neighborhood Residential Properties,20-11-329-023,68,1921,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=534,0.00
IL,,5468 South Ellis Avenue,Unknown,Building,0.00,1966,,0.00,,2004,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,L08,,,Unknown,0.00,Residential,5468 Ellis,Neighborhood Residential Properties,20-11-328-010,0,1895,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=535,0.00
IL,,5440 South Ingleside Avenue,Unknown,Building,0.00,1966,,0.00,,,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,L09,,,Unknown,0.00,Residential,5440 Ingleside,Neighborhood Residential Properties,20-11-320-027,0,1900,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=536,0.00
IL,,5445 S. Ingleside,None,Building,"31,595.00",1990,L10_PHOTO.JPG,163.00,,2016,,"41,926.00",,,"49,608.71",,,,,Housing and Dining Services (HDS),Housing and Dining Services,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"10,331.00",,,,"49,608.71",CHICAGO,Sold/Terminated,,97,L10,,,Unknown,0.86,Dormitory,MacLean Hall,Housing and Dining Services,20-11-321-020,102,1990,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=537,152.00
IL,05,800 East 55th Street,None,Building,"39,953.00",1993,L11_PHOTO.JPG,335.00,,,,"57,836.00",,,"73,327.18",,,,,UCH,Chicago Biology and  Medicine,CAD,NA,No,0.00,Unknown,Campus,FFHC,No,,"17,883.00",,,,"73,327.18",CHICAGO,Owned,,0,L11,,,Unknown,0.00,Patient Care,Friend Family Health Center,Chicago Biology and  Medicine,"20-11-326-043,325-25",0,1962,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=538,324.00
IL,,1100 East 53rd Street,Unknown,Garage/Shed,0.00,1967,,0.00,,2015,5233-37 South Greenwood Avenue,0.00,,,0.00,,,,,FS,University Facilities Services-Residential Shop,Manual,Sold/Transferred,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,L12,,,Unknown,0.00,Residential,1100 East 53rd Street Garage,Neighborhood Residential Properties,20-11-311-007,0,1920,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=539,0.00
IL,,5410 South University Avenue,Unknown,Garage/Shed,0.00,1955,,0.00,,1999,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Inactive,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,L13,,,Unknown,0.00,Residential,5410 University Garage,Inactive,,0,1900,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=540,0.00
IL,,5468 South Ellis Avenue,Unknown,Garage/Shed,0.00,1966,,0.00,,,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,L15,,,Unknown,0.00,Residential,5468 S. Ellis Garage,Neighborhood Residential Properties,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=541,0.00
IL,,5442 South Drexel Avenue,Unknown,Building,0.00,1968,L17_PHOTO.JPG,0.00,,2007,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,L17,,,Unknown,0.00,Residential,5442-44 Drexel,Neighborhood Residential Properties,20-11-326-036,0,1895,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=542,0.00
IL,,Police assign to Dialysis Center,Unknown,Inactive,0.00,,,0.00,,,,0.00,,,0.00,,,,,Inactive,Inactive,CAD,Other,No,0.00,Unknown,Inactive,,Unknown,,0.00,,,,0.00,CHICAGO,Do Not Assign,,0,L18,,,Unknown,0.00,Inactive,DO NOT ASSIGN,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=543,0.00
IL,,Police assign to Woodlawn Tap,Unknown,Inactive,0.00,,,0.00,,,,0.00,,,0.00,,,,,Inactive,Inactive,CAD,Other,No,0.00,Unknown,Inactive,,Unknown,,0.00,,,,0.00,CHICAGO,Do Not Assign,,0,L19,,,Unknown,0.00,Inactive,DO NOT ASSIGN,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=544,0.00
IL,,Police assign to Brook Cleaners,Unknown,Inactive,0.00,,,0.00,,,,0.00,,,0.00,,,,,Inactive,Inactive,CAD,Other,No,0.00,Unknown,Inactive,,Unknown,,0.00,,,,0.00,CHICAGO,Do Not Assign,,0,L20,,,Unknown,0.00,Inactive,DO NOT ASSIGN,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=545,0.00
IL,,5436 South Drexel Avenue,Unknown,Grounds,0.00,1964,,0.00,,,,0.00,,,0.00,,,,,Non-UNIV,University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,L21,,,Unknown,0.00,Non-Building,5436 Drexel Avenue,Other,20-11-326-034,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=546,0.00
IL,,5440 South Drexel Avenue,Unknown,Building,0.00,1999,,0.00,,2007,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,L22,,,Unknown,0.00,Residential,5440 Drexel,Neighborhood Residential Properties,20-11-326-035,0,,Ronald McDonald House (L28),https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=547,0.00
IL,,5440 South Drexel Avenue Garage,Unknown,Garage/Shed,0.00,1999,,0.00,,2007,,0.00,,,0.00,,,,,FS,University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,L23,,,Unknown,0.00,Residential,5440 Drexel Garage,Neighborhood Residential Properties,20-11-326-035,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=548,0.00
IL,,5482 South Greenwood Avenue,Unknown,Parking Lot,0.00,1962,L25_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,FS,University Facilities Services-Residential Shop,CAD,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,L25,,,Unknown,0.19,Residential,5482 Greenwood Parking Lot,Neighborhood Residential Properties,20-11-329-024,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=549,0.00
IL,,5450 South Drexel Avenue,Unknown,Building,0.00,2004,,0.00,,2007,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,Demolished,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,L26,,,Unknown,0.00,Residential,5450 Drexel,Neighborhood Residential Properties,20-11-326-043 ?,0,,Ronald McDonald House (L28),https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=550,0.00
IL,,5245 South Cottage Grove Blvd,Unknown,Building,"7,873.00",2005,L27_PHOTO.JPG,91.00,,,,"9,782.00",,,"10,554.84",,,,,Non-UNIV,Other,CAD,NA,No,23.00,Unknown,Hyde Park,,Unknown,,"1,909.00",,,,"10,554.84",CHICAGO,Owned,,0,L27,,,Unknown,1.02,Commerical,5245 South Cottage Grove Blvd,Commercial Real Estate Operations,20-11-306-022,0,2002,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=551,162.00
IL,,5444 South Drexel Avenue,Unknown,Grounds,0.00,2007,,0.00,,,,0.00,,,0.00,,,,,Affiliated,Unknown,CAD,NA,No,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Owned/Leased to Others,,0,L28,,,Unknown,0.00,Residential,5444 South Drexel Avenue,Other,20-11-326-034~37,0,2007,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=552,0.00
IL,,5225 South Cottage Grove Avenue,Unknown,Building,"65,131.00",2010,,0.00,,,5201 South Cottage Grove Avenue,"83,152.00",,,"107,018.77",,,,LEED Certified Gold - New Construction,FS,Other,Manual,NA,Unknown,0.00,Unknown,Hyde Park,,Unknown,,"18,021.00",,,H200,"87,101.67",CHICAGO,Owned,,0,L29,,,Unknown,1.87,Plant/Service,Facilities Services,University Facilities Services,20-11-306-021,0,2014,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=553,0.00
IL,,5107 South Blackstone Avenue,None,Building,"104,819.00",1962,M01_PHOTO.JPG,89.00,,2016,1429-43 E. Hyde Park Boulevard,"132,534.00",C.W. and George L. Rapp,,"153,008.25",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"27,715.00",,,A200,"153,008.25",CHICAGO,Sold/Terminated,,0,M01,,,Commerical Real Estate (CRE),0.46,Residential,Piccadilly Apartments,Neighborhood Residential Properties,20-11-404-011,176,1925,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=554,154.00
IL,,1401 East Hyde Park Blvd,None,Building,"33,034.00",1962,M02_PHOTO.JPG,132.00,,2016,,"41,525.00",Flat Slab Engineering Co.,,"49,277.62",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"8,491.00",,,A200,"49,277.62",CHICAGO,Sold/Terminated,,0,M02,,,Unknown,0.33,Residential,Carlson Hall,Neighborhood Residential Properties,"20-11-403-001,002",116,1926,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=555,51.00
IL,,1369 East Hyde Park Blvd,None,Building,"80,818.00",1963,M03_PHOTO.JPG,100.00,,,,"103,530.00",John A. Nyden,,"120,119.61",,,,,FS,University Facilities Services-Residential Shop,CAD,NA,No,0.00,Unknown,Hyde Park,,No,,"22,712.00",,,A200,"120,119.61",CHICAGO,Owned,,0,M03,,,Unknown,0.28,Residential,Fairfax Apartments,Neighborhood Residential Properties,20-11-402-016,230,1926,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=556,122.00
IL,,5125 South Kenwood Avenue,None,Building,"30,678.00",1960,M04_PHOTO.JPG,0.00,,2015,,"36,775.00",,,"43,113.81",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"6,097.00",,,A200,"43,113.81",CHICAGO,Sold/Terminated,,0,M04,,,Unknown,0.19,Residential,Chicago Arms,Neighborhood Residential Properties,20-11-402-007,113,1925,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=557,0.00
IL,,5110 South Kenwood Avenue,None,Building,"51,872.00",1961,M05_PHOTO.JPG,67.00,,2016,,"61,747.00",William Hoffman; Max Wilson,,"72,014.94",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"9,875.00",,,A200,"72,014.94",CHICAGO,Sold/Terminated,,0,M05,,,Unknown,0.27,Residential,Shelbyrne Apartments,Neighborhood Residential Properties,20-11-401-032,140,1926,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=558,154.00
IL,,1215 East Hyde Park Blvd,None,Building,"41,826.00",1958,M06_PHOTO.JPG,0.00,,2015,,"49,487.00",,,"56,313.83",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"7,661.00",,,A200,"56,313.83",CHICAGO,Sold/Terminated,,0,M06,,,Unknown,0.51,Residential,Max Mason Hall,Neighborhood Residential Properties,20-11-400-018,87,1949,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=559,0.00
IL,,5220 South Kenwood Avenue,None,Building,"27,613.00",1961,M07_PHOTO.JPG,0.00,,2015,,"34,962.00",,,"40,806.14",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"7,349.00",,,A200,"40,806.14",CHICAGO,Sold/Terminated,,0,M07,,,Unknown,0.20,Residential,Grosvenor Apartments,Neighborhood Residential Properties,20-11-408-018-0000,86,1920,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=560,0.00
IL,,5345 South Harper Avenue,None,Building,"28,972.00",1962,M08_PHOTO.JPG,0.00,,2016,,"36,021.00",,,"41,123.92",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"7,049.00",,,A200,"41,123.92",CHICAGO,Sold/Terminated,,0,M08,,,Unknown,0.32,Residential,Harper Crest Apartments,Neighborhood Residential Properties,20-11-418-003,125,1926,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=561,0.00
IL,,5316 South Dorchester Avenue,None,Building,"57,699.00",1961,M09_PHOTO.JPG,0.00,,2015,,"74,262.00",,,"87,374.05",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"16,563.00",,,A200,"87,374.05",CHICAGO,Sold/Terminated,,0,M09,,,Unknown,0.66,Residential,Gaylord Apartments,Neighborhood Residential Properties,20-11-415-015,131,1925,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=562,0.00
IL,,5301-23 South Kimbark Avenue,None,Building,"33,545.00",1960,M10_PHOTO.JPG,0.00,,,1301-09 E. 53rd St.,"41,429.00",,,"49,121.06",,,,,FS,University Facilities Services-Residential Shop,CAD,NA,No,0.00,Unknown,Hyde Park,,No,,"7,884.00",,,,"49,121.06",CHICAGO,Owned,,0,M10,,,Unknown,0.46,Residential,5301-23 Kimbark,Neighborhood Residential Properties,20-11-414-001,92,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=563,0.00
IL,,5409-11 South Blackstone Avenue,None,Building,"9,531.00",1957,M11_PHOTO.JPG,0.00,,2015,,"10,043.00",,,"11,611.83",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,512.00,,,,"11,611.83",CHICAGO,Sold/Terminated,,0,M11,,,Unknown,0.17,Residential,5409-11 Blackstone,Neighborhood Residential Properties,20-11-425-002,18,1917,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=564,0.00
IL,,5410-18 South Ridgewood Court,None,Building,"37,187.00",1967,M12_PHOTO.JPG,0.00,,2015,,"39,411.00",,,"46,096.42",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"2,224.00",,,,"46,096.42",CHICAGO,Sold/Terminated,,0,M12,,,Unknown,0.35,Residential,5410-18 Ridgewood Court,Neighborhood Residential Properties,20-11-422-008,66,1920,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=565,0.00
IL,,5428-32 South Kimbark Avenue,None,Building,"17,309.00",1957,M13_PHOTO.JPG,0.00,,2015,,"18,405.00",,,"22,110.68",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"1,096.00",,,,"22,110.68",CHICAGO,Sold/Terminated,,0,M13,,,Unknown,0.32,Residential,5428-32 Kimbark,Neighborhood Residential Properties,20-11-420-029,27,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=566,0.00
IL,,5439-45 South Woodlawn Avenue,None,Building,"12,473.00",1965,M14_PHOTO.JPG,0.00,,2015,,"13,885.00",,,"16,778.76",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"1,412.00",,,,"16,778.76",CHICAGO,Sold/Terminated,,0,M14,,,Unknown,0.32,Residential,5439-45 Woodlawn,Neighborhood Residential Properties,20-11-420-021,27,1905,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=567,0.00
IL,,5447-57 South Woodlawn Avenue,None,Building,"29,739.00",1965,M15_PHOTO.JPG,0.00,,2015,,"31,743.00",,,"36,693.99",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"2,004.00",,,,"36,693.99",CHICAGO,Sold/Terminated,,0,M15,,,Unknown,0.65,Residential,5447-57 Woodlawn,Neighborhood Residential Properties,20-11-420-022 & 23,45,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=568,0.00
IL,,1215 East Hyde Park Blvd,Unknown,Parking Lot,0.00,,,0.00,,2015,,0.00,,,0.00,,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,Unknown,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,M16,,,Unknown,0.00,Parking,1215 Hyde Park Parking Lot,Neighborhood Residential Properties,20-11-400-018,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=569,0.00
IL,,5447 South Woodlawn Avenue,Unknown,Garage/Shed,0.00,1965,M17_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,M17,,,Unknown,0.00,Residential,5447 Woodlawn Garage,Neighborhood Residential Properties,20-11-420-022/023,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=570,0.00
IL,,5457 South Woodlawn Avenue,Unknown,Garage/Shed,0.00,1965,,0.00,,,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),University Facilities Services-Residential Shop,Manual,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,,0,M18,,,Unknown,0.00,Residential,5457 Woodlawn Garage,Neighborhood Residential Properties,20-11-420-022/023,0,1910,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=571,0.00
IL,,5118 South Dorchester Avenue,None,Building,"27,681.00",1991,M19_PHOTO.JPG,0.00,,2015,,"32,800.00",,,"38,330.61",,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,No,,"5,119.00",,,,"38,330.61",CHICAGO,Sold/Terminated,,0,M19,,,Unknown,0.22,Residential,5118 Dorchester,Neighborhood Residential Properties,20-11-402-021,114,1927,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=572,0.00
IL,,5454 South Shore Drive,Unknown,Building,"17,041.00",1977,,0.00,2015,2005,,"17,212.00",,,"18,919.31",,,,,BSD,Unknown,CAD,NA,No,0.00,Unknown,Hyde Park,,Unknown,,171.00,,,A200,"18,919.31",CHICAGO,Leased,,0,M20,,,Unknown,0.00,ADMOffice,Shoreland,Chicago Biology and  Medicine,20-12-114-035,0,1928,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=573,0.00
IL,,1531 East Hyde Park Blvd,Unknown,Building,212.00,,,0.00,,,,"7,141.00",,,"8,293.54",,,,,UCH,Other,CAD,NA,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,"8,293.54",CHICAGO,Sold/Terminated,,0,M21,,,Unknown,0.00,Patient Care,Lake Park Dialysis,Other,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=574,0.00
IL,,1405-21 East Hyde Park Blvd,Unknown,Parking Lot,0.00,,,0.00,,2016,,0.00,,,0.00,,,,,FS,University Facilities Services-Residential Shop,CAD,Sold/Transferred,No,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,M22,,,Unknown,0.00,Parking,1405-21 E Hyde Park Blvd Parking Lot,Neighborhood Residential Properties,"20-11-403-003,029",0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=575,0.00
